InternalEnergy
46817.84
5604.3647
5634.318
6748.031
7383.6484
2639.6963
6859.015
7723.426
5752.036
5373.26
8089.8994
7844.38
8607.927
5954.302
7444.2485
9198.361
8230.234
223.19061
403.35797
282.67224
416.66257
459.13596
593.64075
400.15125
383.55084
340.2587
532.0239
572.2208
475.93765
419.13507
256.41998
434.98245
318.90182
150.76286
176.30908
301.5549
225.39734
121.69422
301.2149
317.97083
115.34785
124.84222
325.98056
416.2847
338.10492
352.83127
351.37344
412.54254
488.31284
470.55405
492.59714
434.12595
536.86084
532.21405
544.59436
611.49866
460.92834
408.87195
373.44992
342.38165
330.77026
453.4869
257.42627
498.78424
389.6234
387.39023
468.66934
300.62378
149.73409
414.5264
418.7398
438.70944
259.00064
358.71976
328.90967
293.91928
354.6281
340.98926
416.54587
431.7868
543.099
442.6745
509.14944
598.3152
524.0409
546.0214
391.08688
401.744
385.3645
350.07236
326.79938
314.52936
471.28583
511.48184
418.03314
413.3205
423.55536
296.32693
319.32657
263.8838
422.31488
315.22748
453.98956
390.70383
311.92197
381.90424
356.19592
306.82523
295.379
220.52989
102.780785
368.5023
267.7124
353.64935
350.0476
250.4943
299.51965
271.4202
282.52295
286.25214
231.84082
298.3659
363.79736
321.55746
454.03955
402.91092
399.88354
446.93768
450.0705
438.56934
394.82037
382.1331
265.75156
311.53098
303.77576
328.736
334.40723
385.91644
571.23834
280.1892
245.92485
219.12593
218.43182
109.58908
218.39523
199.00911
107.734795
188.72562
95.77516
258.29886
306.8722
299.56674
278.04788
301.1691
191.42363
343.11267
298.6873
444.22256
377.2349
403.80676
289.804
330.44733
273.20425
293.46402
293.28308
191.85243
336.13556
96.736664
221.40836
302.2147
242.72821
97.47898
234.21846
98.46345
216.65219
298.38257
346.3227
381.76895
311.09692
275.51724
251.87262
314.8762
410.1701
331.99295
94.12573
348.86365
361.38617
236.45325
112.34508
106.04851
91.9281
285.1292
333.59097
102.60037
250.67403
235.0869
99.69745
340.93958
301.0172
308.24655
513.9629
467.77582
497.6224
252.02412
390.9781
356.91376
507.49954
501.84906
418.88873
495.3629
471.41418
374.69055
486.59995
550.4705
376.72418
410.7397
469.7753
318.78442
310.25705
100.191414
233.23764
416.3068
395.91925
465.91812
246.5421
354.73102
335.44577
520.97186
678.08856
639.9065
239.2652
534.5064
485.47864
613.18536
643.33746
562.72217
599.59717
674.3238
640.8086
612.2784
586.8137
553.8145
504.32205
553.1874
469.4656
524.3725
413.51108
274.56628
450.84662
542.482
478.38947
487.18924
485.8214
491.42285
512.25397
380.276
344.15253
398.94955
266.85175
228.54343
324.15805
224.58554
245.32253
378.40326
377.64432
230.69267
253.3731
348.13855
237.95673
266.99246
256.7226
470.24966
566.12555
530.54694
564.827
528.6524
590.497
583.59283
547.6762
384.99252
590.891
559.6834
328.54083
442.72964
524.58405
489.0535
494.73364
419.77832
515.4003
540.2833
581.9664
584.41815
572.85504
432.3611
573.1219
493.97354
497.26144
580.86975
484.80252
587.94464
612.8736
455.44653
460.89337
325.3927
444.739
337.8197
452.4235
432.15027
419.00143
314.89117
417.68765
328.41168
141.22514
103.62438
234.94908
408.85938
298.65503
353.45032
456.89777
454.13266
436.39426
363.2004
104.53513
388.45676
350.53906
81.999664
245.84357
223.22668
274.1357
105.333786
107.52056
342.92303
276.1789
272.0657
318.262
496.3751
437.47598
393.10153
362.37738
226.41325
229.99438
200.92593
153.84465
398.14017
372.06943
525.9634
471.0237
461.512
423.28122
509.82303
460.84464
360.93558
99.6059
256.43243
431.25638
446.60068
288.43088
356.81595
268.81302
101.788795
300.9163
501.19724
482.4298
439.80505
273.60455
252.46533
239.62553
275.6333
240.86292
99.83235
96.461876
101.76847
242.89664
227.68643
257.95566
335.30435
253.58235
103.90209
328.9326
107.00803
95.534996
327.18604
325.47556
319.12863
316.94775
260.42917
325.34695
309.87985
278.92767
288.24353
294.57104
309.65482
313.04224
290.27985
312.80228
291.80728
265.13336
315.77246
243.31395
363.77933
306.11523
262.08426
401.10898
398.14215
381.28497
275.11285
377.97888
333.46378
236.22264
320.2357
237.89404
268.93057
243.87347
303.2205
357.61252
405.86267
461.75262
506.43695
466.47302
555.62317
408.6205
451.05032
372.21988
396.54074
303.89117
282.49142
265.87027
266.17166
310.3119
459.4581
466.86462
429.1555
374.99
304.8894
315.25497
117.398384
260.02945
357.94708
326.99182
430.48605
316.75516
474.99323
271.93338
259.67682
407.02298
110.12663
237.50351
239.15912
253.46333
267.40298
217.92073
215.80272
108.084564
250.88249
323.2952
363.95062
378.54752
357.11465
362.46362
401.7352
371.54532
396.7523
357.80035
395.87253
270.82867
370.29047
418.40906
404.75958
339.9398
308.33383
344.51102
421.6377
453.28766
424.87988
357.96497
335.48578
303.31305
307.83118
266.6639
308.10593
272.27496
289.872
106.93575
284.49197
110.65274
293.73978
338.48337
263.28168
233.39815
95.399254
100.27454
104.979355
87.86013
90.97285
75.16338
81.52418
117.57482
253.30959
96.570175
90.688614
215.75323
112.89048
96.2276
79.16335
72.7086
99.245415
72.06506
99.87701
94.60998
98.42714
235.66454
314.65082
191.72115
108.586975
107.00899
273.44464
274.4586
349.62683
322.11523
107.82799
265.84402
382.96463
313.15298
369.29697
419.69345
446.7088
344.79874
344.24594
273.18826
245.69327
282.2336
230.49496
97.956406
152.9836
103.75552
106.543686
222.70633
243.52075
218.96239
106.02156
99.59204
250.98412
227.05989
224.62483
240.17947
258.4271
251.18753
233.45274
98.74534
162.76326
147.81436
358.32727
346.77112
371.41226
239.33032
232.13647
117.76984
286.58524
