ElectronAbundance
1.1578246
1.1578937
1.1578937
1.1578941
1.1578941
1.1578903
1.1578941
1.1578943
1.1578939
1.1578938
1.1578943
1.1578943
1.1578944
1.157894
1.1578943
1.1578945
1.1578944
1.1470835
1.1565764
1.1534694
1.1568618
1.15702
1.1574993
1.1565331
1.15633
1.156018
1.1573626
1.157469
1.1571476
1.1568217
1.1516029
1.1568604
1.155
1.1458896
1.1487564
1.1543645
1.1475067
0.01620108
1.1543406
1.1549507
0.008241531
1.1446056
1.155192
1.1567366
1.1555089
1.155829
1.1558001
1.1567187
1.1571972
1.1570854
1.1571938
1.1569165
1.1573578
1.1573433
1.1573818
1.157533
1.1570307
1.1567214
1.1561859
1.1556091
1.1553236
1.1569958
1.151642
1.1572206
1.156409
1.1563807
1.157075
1.1543164
1.1461271
1.1566821
1.15672
1.1569232
1.1517802
1.1559405
1.1552736
1.1540202
1.155864
1.1555771
1.1567181
1.1568458
1.1573834
1.1569351
1.1572783
1.1575086
1.1573366
1.1573911
1.1564494
1.1565518
1.1563594
1.1557804
1.1552589
1.1548436
1.1571637
1.1572891
1.1567322
1.1566694
1.1567677
1.154159
1.1550522
1.1521854
1.1567519
1.1549073
1.1569881
1.1565071
1.1550466
1.1564271
1.155936
1.1545738
1.154126
1.1465677
0.0014671126
1.1561408
1.153644
1.1560317
1.1558526
1.1509714
1.1542692
1.1527457
1.1534352
1.1536392
1.1485935
1.1542251
1.1560303
1.1550618
1.1570256
1.1566331
1.1565303
1.1569419
1.1569629
1.1568825
1.1564722
1.1563212
1.152331
1.1547343
1.1544441
1.155269
1.1554233
1.1563616
1.1574506
1.1533017
1.1504762
1.1462603
1.1461098
0.0039906222
1.1461041
1.1491537
0.003086607
1.1497513
0.00044151256
1.1517171
1.1545638
1.1542708
1.1531718
1.1543376
1.1484053
1.1557231
1.1542339
1.1569232
1.156309
1.156573
1.1538212
1.1553148
1.152863
1.1540033
1.1541141
1.1477748
1.1555605
0.0005262645
1.1467361
1.1543809
1.1517384
0.0006016023
1.1489547
0.00071553356
1.1457111
1.1542299
1.1556951
1.1563059
1.1547184
1.1530135
1.1511115
1.1548486
1.1566386
1.1553992
0.00032353014
1.1557487
1.1559881
1.1492752
0.005732078
0.0024216187
0.0002101666
1.1535789
1.1554586
0.001423474
1.1509877
1.1490779
0.00088318187
1.1558305
1.1554594
1.1546686
1.1572806
1.1570702
1.1572218
1.1511259
1.1564258
1.1562632
1.157256
1.1572334
1.1567743
1.1572273
1.1571145
1.1562275
1.1572229
1.1573975
1.1563416
1.15672
1.1571608
1.1552405
1.1546885
0.0009619856
1.1488045
1.1566976
1.1564851
1.1570597
1.1505431
1.1563102
1.1554434
1.1573058
1.1576287
1.1575792
1.1505151
1.1573505
1.1571611
1.1575859
1.1576155
1.1574298
1.157525
1.1576314
1.1575842
1.1575358
1.1574854
1.1574067
1.1572434
1.1574049
1.1571751
1.1573527
1.1567651
1.1532395
1.1570158
1.1574306
1.1572434
1.1573035
1.15727
1.1573101
1.15736
1.1565428
1.1559043
1.1565429
1.1524137
1.1480567
1.1559595
1.1521919
1.1506784
1.1564611
1.1562763
1.1484061
1.1516843
1.1557335
1.1512148
1.1524235
1.1515762
1.1570837
1.1574384
1.1573871
1.1574864
1.1573519
1.157493
1.1575024
1.1574137
1.1564795
1.1574938
1.1574233
1.1555289
1.1569269
1.1573182
1.1571778
1.1572145
1.1567659
1.1572858
1.1573683
1.1574749
1.1574802
1.1574544
1.157001
1.1574848
1.1571999
1.1572142
1.157479
1.1571579
1.1574878
1.1575354
1.1569973
1.1570399
1.1551751
1.1569268
1.1556412
1.1569781
1.1568335
1.1567223
1.1548593
1.1567104
1.1552684
1.1458504
0.0016735907
1.1490623
1.1566254
1.1542318
1.155841
1.1570064
1.1569973
1.1568676
1.1562223
0.0019255782
1.1563942
1.1557829
2.2519973e-05
1.1504648
1.1470983
1.1529237
0.0021758864
0.0029927208
1.1556206
1.1530558
1.1527861
1.1550536
1.1572727
1.1569011
1.1564516
1.1560056
1.1476821
1.1482984
1.1469818
1.1469935
1.1565106
1.1561646
1.1573229
