X,Y,Z
-2.0560121536254883,-0.04443015530705452,2.480071544647217
-2.122403144836426,0.10106712579727173,2.5647168159484863
-2.223604202270508,0.10330162197351456,2.349269151687622
-2.1825499534606934,-0.054396744817495346,2.4460182189941406
-2.3723742961883545,0.048753514885902405,2.5264105796813965
-2.4906933307647705,0.05451889708638191,2.3607914447784424
-2.46952748298645,0.038479022681713104,2.542114496231079
-2.6251678466796875,-0.05390691012144089,2.484253168106079
-2.6412408351898193,0.042919304221868515,2.3637940883636475
-2.6896414756774902,0.053400542587041855,2.4044063091278076
-2.8733296394348145,0.1669001281261444,2.441105365753174
-2.8196914196014404,0.09391871839761734,2.508820056915283
-2.710994005203247,0.15877187252044678,2.676609754562378
-2.881118059158325,-0.016793908551335335,2.689826011657715
-2.75447940826416,-0.028088577091693878,2.6385228633880615
