StarFormationRate
0.0
0.00019436327
0.00019569174
0.00025652247
0.00027310624
0.000105130566
0.00027077468
0.00031020714
0.00021601772
0.00020891758
0.00031072999
0.0003009157
0.000335975
0.000232843
0.00030038998
0.0003758852
0.00031441613
2.433332e-05
2.9788403e-05
2.6442638e-05
3.0582007e-05
3.115416e-05
3.4318702e-05
2.9687972e-05
2.9260793e-05
2.8722188e-05
3.3040717e-05
3.3988577e-05
3.172262e-05
3.0455321e-05
2.5591984e-05
3.0577485e-05
2.7524984e-05
2.4083824e-05
2.4714616e-05
2.7008839e-05
2.4420848e-05
0.0
2.6991047e-05
2.7479146e-05
0.0
2.384336e-05
2.7707376e-05
3.0203175e-05
2.804534e-05
2.8447372e-05
2.8407909e-05
3.0153833e-05
3.1977703e-05
3.143051e-05
3.1959476e-05
3.0766467e-05
3.300438e-05
3.2895477e-05
3.319154e-05
3.4727924e-05
3.1197746e-05
3.0160903e-05
2.8996126e-05
2.816391e-05
2.7841988e-05
3.1058295e-05
2.5605517e-05
3.210688e-05
2.9417211e-05
2.9359457e-05
3.1385393e-05
2.697286e-05
2.4126895e-05
3.0054396e-05
3.0157418e-05
3.078936e-05
2.5660203e-05
2.8605748e-05
2.7789836e-05
2.6772603e-05
2.8495813e-05
2.8125824e-05
3.0152407e-05
3.0530387e-05
3.320564e-05
3.083174e-05
3.2451724e-05
3.4426004e-05
3.2847176e-05
3.3267323e-05
2.9501643e-05
2.973037e-05
2.9317223e-05
2.8382612e-05
2.7774684e-05
2.7386548e-05
3.1802956e-05
3.2521875e-05
3.0191113e-05
3.002127e-05
3.0293008e-05
2.6865855e-05
2.7573122e-05
2.5824074e-05
3.024686e-05
2.7441882e-05
3.102883e-05
2.9627934e-05
2.756763e-05
2.9454854e-05
2.859922e-05
2.7166174e-05
2.684326e-05
2.4220519e-05
0.0
2.8920085e-05
2.6540562e-05
2.8743369e-05
2.848019e-05
2.5367031e-05
2.6940814e-05
2.6072583e-05
2.642299e-05
2.653857e-05
2.4678395e-05
2.6910586e-05
2.874113e-05
2.7582573e-05
3.1176485e-05
2.99276e-05
2.968043e-05
3.085606e-05
3.0933174e-05
3.0650317e-05
2.955111e-05
2.9242845e-05
2.5885813e-05
2.7294338e-05
2.7067144e-05
2.7784548e-05
2.7949665e-05
2.9321254e-05
3.380282e-05
2.6349095e-05
2.5204014e-05
2.4159901e-05
2.4130093e-05
0.0
2.4127814e-05
2.4819201e-05
0.0
2.4984634e-05
0.0
2.5637235e-05
2.715899e-05
2.6942802e-05
2.6283098e-05
2.6991192e-05
2.4630268e-05
2.8306666e-05
2.6915604e-05
3.078959e-05
2.9219713e-05
2.9780347e-05
2.664825e-05
2.7833452e-05
2.6128464e-05
2.67624e-05
2.6834841e-05
2.4481498e-05
2.8106462e-05
0.0
2.4256948e-05
2.7021668e-05
2.5643281e-05
0.0
2.4770523e-05
0.0
2.405271e-05
2.6913975e-05
2.8271392e-05
2.9213898e-05
2.728269e-05
2.620325e-05
2.541571e-05
2.7391872e-05
2.9941617e-05
2.792297e-05
0.0
2.8340355e-05
2.8678036e-05
