SmoothingLength
0.29490235
0.11782729
0.11769134
0.09934114
0.09544225
0.17295872
0.096015096
0.087720275
0.11076159
0.113263644
0.08821962
0.08940468
0.08363721
0.10591796
0.0897282
0.07818868
0.08742498
0.46946687
0.40392533
0.44157743
0.39744872
0.38898012
0.36303237
0.40479046
0.4073361
0.4170358
0.3731604
0.36633334
0.38501397
0.39765263
0.45416027
0.39620715
0.4288445
0.47682738
0.46600688
0.43672052
0.469578
0.51277924
0.43724236
0.42986423
0.5021159
0.4794817
0.4276263
0.4004755
0.42374077
0.41779453
0.41956145
0.40127075
0.38277715
0.38738424
0.38395333
0.39463258
0.37414435
0.37525672
0.3716099
0.3603572
0.39044014
0.40028188
0.41259763
0.42198613
0.42561787
0.39217177
0.45210332
0.38151878
0.40965763
0.4097609
0.38976252
0.43393633
0.47554275
0.40243107
0.40177122
0.39484423
0.45292947
0.41618785
0.42600456
0.43904668
0.41784534
0.42268178
0.39928043
0.39573365
0.37013185
0.39349565
0.37688553
0.36262813
0.37476254
0.37023067
0.4076834
0.4045027
0.40775424
0.41777924
0.4266274
0.4300123
0.3854576
0.3782357
0.39823073
0.40084654
0.3982224
0.43695047
0.4294184
0.45047024
0.39852977
0.431334
0.3893908
0.40678352
0.42902398
0.4083962
0.4175064
0.43319258
0.43603903
0.47285536
0.487635
0.414092
0.44117877
0.4161993
0.41817436
0.4573331
0.43755975
0.4491914
0.4436308
0.44230786
0.4677413
0.43688133
0.41580224
0.42852646
0.38980424
0.40270808
0.40594214
0.39332777
0.39380595
0.39648744
0.40618512
0.41008362
0.4506644
0.4326847
0.43383977
0.42659914
0.42331445
0.41038784
0.3676366
0.4436132
0.45941162
0.4723887
0.47217292
0.5215432
0.4724426
0.4667936
0.5110155
0.46223947
0.51383334
0.45212093
0.43238842
0.43545416
0.4446067
0.43388447
0.46839625
0.42041606
0.43852615
0.39382166
0.40996355
0.4036126
0.43869767
0.42339528
0.44471917
0.43696392
0.43690604
0.4705673
0.42285162
0.5135399
0.47106978
0.4346515
0.45495328
0.5100202
0.4642444
0.5174907
0.47508025
0.43683112
0.4203128
0.40934405
0.43216854
0.4446877
0.45551872
0.4295603
0.40242133
0.42372808
0.51759917
0.4185851
0.4147096
0.46185288
0.51178133
0.51463556
0.5208992
0.4439187
0.42529306
0.48661387
0.45463303
0.46474627
0.51585037
0.4200969
0.42370638
0.433029
0.37826037
0.38683864
0.3820728
0.4553201
0.40582475
0.41165918
0.37815398
0.38026875
0.39923942
0.38096023
0.3851954
0.41161075
0.3821659
0.37026775
0.41051176
0.4016802
0.38460028
0.4267107
0.43151298
