SmoothingLength
0.09818304
0.19953339
0.08997847
0.091253184
0.14755595
0.2687443
0.09286619
0.07176087
0.05800019
0.068148784
0.11948077
0.098379575
0.0853803
0.070356764
0.07191108
0.091361836
0.08414263
0.0843933
0.07686564
0.067630515
0.059594236
0.071185835
0.084555626
0.09028702
0.067051545
0.060560755
0.07002643
0.056849733
0.08700533
0.055548415
0.057002846
0.056170728
0.0641163
0.076320656
0.08129853
0.07301494
0.057190992
0.056822084
0.060963113
0.05234644
0.07312761
0.053431712
0.056019597
0.05053115
0.05578979
0.058776896
0.06201654
0.07792952
0.078805685
0.06564556
0.05407927
0.05907382
0.05245287
0.051162317
0.055753108
0.055543423
0.0492111
0.059296466
0.06731122
0.0568932
0.051421963
0.059285097
0.067623
0.055584125
0.07696559
0.07064727
0.058709767
0.054889545
0.061019182
0.067998484
0.07526719
0.090223566
0.09733816
0.10551344
0.24978246
0.21538387
0.07945564
0.054716624
0.06277211
0.065146394
0.06366515
0.06565645
0.07785903
0.066344276
0.07621655
0.09679289
0.08377503
1.0603106
1.1098644
1.338572
1.3051031
1.3060143
1.0549775
0.9226978
0.85726756
0.9202152
0.819452
0.92850906
1.051511
0.942273
1.5093461
0.9614114
1.0295082
0.87074304
0.90917045
0.81191325
0.9023309
1.1066339
0.8541882
1.0516876
1.0095586
1.4341468
0.9871738
1.0877268
1.1876854
1.2325824
1.1828951
1.1436206
1.1197997
1.274463
1.3932143
1.2471302
1.449251
1.4312738
1.0717849
1.0154464
1.3454969
1.1756216
1.0185528
1.0680592
1.0676464
0.99873286
0.985452
1.02127
0.9242356
0.89930624
0.94031006
0.91948164
0.919393
1.020063
0.94877803
1.0061218
0.98799026
0.90601254
0.9934227
0.934211
0.9421118
0.901506
0.8822081
0.94688076
0.93291456
0.801132
0.7925236
0.87550384
0.8304315
0.9516743
0.8466189
0.87996566
0.9852402
0.94199103
0.9207186
0.95845884
0.92428267
0.9850073
1.0566132
0.88964885
0.90359944
0.87249506
0.8772431
0.91098124
1.0813519
1.2735299
1.3727686
1.1001445
1.1395754
1.1744673
1.1502942
1.4817208
1.2453959
1.522956
1.5621794
1.4236847
1.1475836
1.2703854
1.4243798
1.2364696
1.1918412
1.1583514
1.2551081
1.2365279
1.2067893
1.4206041
1.2762266
1.2186105
1.2084589
1.5538733
1.34754
1.2443851
1.0503588
1.2625693
1.2399002
1.0516515
1.0088364
1.1709042
1.0848892
0.9519646
0.98883194
0.991301
1.2820839
1.0971024
1.0888177
1.0591317
1.0884225
1.0208443
1.0831361
1.0756348
1.1177921
1.043493
1.0717736
1.2623585
1.1933018
1.1369147
1.1981543
1.7349102
2.014858
1.2714279
1.6398245
1.6859685
1.1817784
1.2247814
1.2233388
1.3633647
1.3559687
1.2587879
1.3682432
1.3395478
1.1758454
1.147439
1.1641067
1.1486932
1.0950773
1.2706913
1.3873352
1.3515158
1.3872916
1.8011316
1.582408
2.127496
1.6034424
1.5006292
1.6498709
1.72891
1.9552759
2.1620522
1.8885728
1.9890077
2.0161123
1.8352841
1.4888582
1.5049661
1.4404806
1.269071
1.263376
1.2439743
1.2468319
1.5173664
1.1006198
1.1064749
1.0500038
1.0283422
1.3200505
1.5511464
1.7956991
1.5813065
2.0951881
1.4679233
1.2819349
1.1449325
1.3298186
1.41418
1.4591988
1.2275906
1.2524654
1.1931964
1.1447365
1.30358
1.3021203
1.3191419
1.3136163
1.3818709
2.0163648
1.1760048
1.1416395
0.9998127
1.0156502
1.0735538
1.1473441
1.1755618
1.1086797
1.0569271
1.0769063
1.0047501
1.2051035
1.3881102
1.3001703
1.1452461
1.0277644
1.0469692
1.1118298
1.1620333
1.0480403
1.0092225
1.0497285
1.1139617
1.4076018
1.0403442
1.294964
1.2014736
1.2834853
1.681133
1.2941047
1.0863779
1.1115053
1.1095554
1.1432762
1.0810847
1.205744
1.287656
1.208219
1.0042001
1.034056
1.2409575
1.8370502
1.8628718
1.3625839
1.1916213
1.0205595
1.0417422
1.0517974
1.0282825
