Density
0.0686258
0.008237633
0.090114735
0.087303735
0.020525498
0.0033775943
0.08196533
0.17997263
0.33155176
0.20672703
0.03864576
0.06893486
0.10603197
0.18973199
0.1773128
0.08608357
0.10964355
0.10898818
0.14273652
0.2107265
0.30585745
0.18048216
0.10807577
0.088929914
0.21772908
0.2941862
0.19252738
0.3518103
0.09870245
0.3797216
0.34940147
0.3729706
0.24767698
0.14720292
0.122650646
0.16813958
0.34647885
0.35654858
0.2883874
0.45609018
0.16783923
0.42819658
0.37402648
0.5089597
0.37912336
0.32273573
0.27510136
0.13877194
0.13219623
0.23256603
0.41953668
0.3183853
0.45529112
0.4874166
0.37725395
0.38305655
0.552068
0.31361595
0.21287222
0.3567955
0.48654753
0.31558195
0.21226655
0.38224772
0.14529331
0.18440542
0.32154527
0.39871836
0.29156652
0.2088836
0.15526263
0.0901242
0.07139422
0.055878215
0.0042421166
0.0065990547
0.13104412
0.3996056
0.26536313
0.23743437
0.2543869
0.22910088
0.13781123
0.22523852
0.14834303
0.07210503
0.11147007
5.4912274e-05
4.8086913e-05
2.739816e-05
2.9189412e-05
2.9275547e-05
5.5691013e-05
8.343954e-05
0.00010505205
8.4227664e-05
0.00012001876
8.2034865e-05
5.607117e-05
7.750484e-05
1.9185987e-05
7.3524876e-05
5.9787748e-05
9.814733e-05
8.642264e-05
0.00012111945
8.885439e-05
4.8643866e-05
0.00010395891
5.6365316e-05
6.2807354e-05
2.1925469e-05
6.759058e-05
5.096276e-05
3.8954695e-05
3.473258e-05
3.9571594e-05
4.3607615e-05
4.6562545e-05
3.1657735e-05
2.4241994e-05
3.341986e-05
2.1808974e-05
2.2489778e-05
5.308353e-05
6.176015e-05
2.6658397e-05
4.0925435e-05
6.136031e-05
5.375731e-05
5.345856e-05
6.588727e-05
6.805205e-05
6.1211394e-05
8.313527e-05
8.9293455e-05
7.7744095e-05
8.393325e-05
8.369123e-05
6.1787316e-05
7.5695716e-05
6.381444e-05
6.7494795e-05
8.771148e-05
6.6006585e-05
8.005596e-05
7.82437e-05
8.9482346e-05
9.497069e-05
7.615238e-05
8.088724e-05
0.00012614354
0.00013047614
9.7649296e-05
0.000113084796
7.505166e-05
0.00010729885
9.5230556e-05
6.9121605e-05
7.7909885e-05
8.3188475e-05
7.445292e-05
8.22974e-05
6.804096e-05
5.5871205e-05
9.2817994e-05
8.8541885e-05
9.8204655e-05
9.6243035e-05
8.6815504e-05
5.1728864e-05
3.1347583e-05
2.5191517e-05
4.896598e-05
4.435055e-05
4.0513427e-05
4.2871077e-05
2.0175552e-05
3.4063374e-05
1.8722078e-05
1.7327344e-05
2.2528455e-05
4.335774e-05
3.1924446e-05
2.2440894e-05
3.4277527e-05
3.8271195e-05
4.2070493e-05
3.293939e-05
3.4608795e-05
3.7318543e-05
2.2678032e-05
3.1382966e-05
3.652238e-05
3.6761943e-05
1.7462693e-05
2.6455298e-05
3.4070163e-05
5.612415e-05
3.2454584e-05
3.4628203e-05
5.5876546e-05
6.301219e-05
4.0447063e-05
5.1115232e-05
7.520703e-05
6.726112e-05
6.642408e-05
3.1144642e-05
4.8948463e-05
5.0502244e-05
5.5130844e-05
5.0558454e-05
6.074056e-05
5.1129795e-05
5.218507e-05
4.6886056e-05
5.7078556e-05
5.3310767e-05
3.2993394e-05
3.8365106e-05
4.4663753e-05
3.8159946e-05
1.2569114e-05
8.083958e-06
3.175591e-05
1.502568e-05
1.3845058e-05
3.9219216e-05
3.546205e-05
3.5574296e-05
2.551708e-05
2.6273901e-05
3.2704324e-05
2.5444071e-05
2.692055e-05
4.0003706e-05
4.344555e-05
4.116127e-05
4.27302e-05
4.9268267e-05
3.152506e-05
2.458053e-05
2.6363809e-05
2.434305e-05
1.1099835e-05
1.6502467e-05
6.8877907e-06
1.592114e-05
1.9283076e-05
1.4446204e-05
1.2585856e-05
8.665192e-06
6.4274986e-06
9.817002e-06
8.428291e-06
8.049381e-06
1.0494675e-05
1.9704332e-05
1.919752e-05
2.1643853e-05
3.1661228e-05
3.235316e-05
3.3987442e-05
3.3862616e-05
1.870593e-05
4.9228405e-05
4.8454407e-05
5.6451547e-05
6.035664e-05
2.8505203e-05
1.7565442e-05
1.1219592e-05
1.6600226e-05
7.244018e-06
2.0567239e-05
3.115713e-05
4.3452485e-05
2.7648524e-05
2.3066925e-05
2.1049958e-05
3.521041e-05
3.3406253e-05
3.8383056e-05
4.357645e-05
2.9539764e-05
2.9261926e-05
2.8782184e-05
2.9067565e-05
2.4837256e-05
8.124268e-06
4.0189352e-05
4.3894524e-05
6.5516615e-05
6.175079e-05
5.3045762e-05
4.3618962e-05
4.007643e-05
4.775853e-05
5.5590204e-05
5.2199248e-05
6.371801e-05
3.748564e-05
2.4443538e-05
2.9889123e-05
4.3015916e-05
6.004534e-05
5.711387e-05
4.7217243e-05
4.133224e-05
5.663984e-05
6.312341e-05
5.5880744e-05
4.737864e-05
2.3186154e-05
5.7656252e-05
2.9771587e-05
3.771916e-05
3.106763e-05
1.3792603e-05
3.0107096e-05
5.1190957e-05
4.739388e-05
4.7515598e-05
4.3720207e-05
5.1375744e-05
3.7449656e-05
3.0740255e-05
3.67889e-05
6.400112e-05
5.9420494e-05
3.434454e-05
1.064993e-05
1.0152827e-05
2.6127933e-05
3.870874e-05
6.0913917e-05
5.786018e-05
5.609889e-05
5.969935e-05
1.9678844e-05
4.6138473e-05
4.8324466e-05
1.7941733e-05
2.7686825e-05
2.04459e-05
1.041574e-06
3.8107538e-07
6.9503805e-08
9.503017e-08
9.268836e-08
8.742197e-08
1.4106018e-07
5.807926e-08
6.5987294e-08
7.5559655e-08
8.047415e-08
6.376108e-08
6.098106e-08
3.907335e-08
4.339931e-08
2.81011e-08
2.5122594e-08
4.595878e-08
5.7083334e-08
6.5844105e-08
4.440855e-08
9.710732e-08
6.70401e-08
6.236587e-08
7.0916016e-08
8.932326e-08
7.786353e-08
2.963992e-06
1.8698753e-06
3.3043584e-06
3.0404306e-06
2.101016e-06
2.1740007e-06
3.1354725e-06
2.1810974e-06
3.781026e-06
2.586471e-06
3.1522386e-06
5.345015e-07
1.6756145e-06
8.0856785e-07
1.2404314e-06
1.308118e-06
2.8464763e-06
3.455236e-06
2.6289351e-06
2.9827766e-06
2.2602878e-06
1.8365786e-06
1.0913822e-07
9.526533e-08
9.880582e-08
1.0341196e-07
2.6660464e-06
