ElectronAbundance
1.1578941
1.1578867
1.1578943
1.1578943
1.1578923
1.1578575
1.1578943
1.1578945
1.1578946
1.1578945
1.1578935
1.1578941
1.1578944
1.1578945
1.1578945
1.1578943
1.1578944
1.1578944
1.1578945
1.1578945
1.1578946
1.1578945
1.1578944
1.1578943
1.1578946
1.1578946
1.1578945
1.1578946
1.1578944
1.1578946
1.1578946
1.1578946
1.1578946
1.1578945
1.1578944
1.1578945
1.1578946
1.1578946
1.1578946
1.1578946
1.1578945
1.1578946
1.1578946
1.1578946
1.1578946
1.1578946
1.1578946
1.1578945
1.1578944
1.1578946
1.1578946
1.1578946
1.1578946
1.1578946
1.1578946
1.1578946
1.1578946
1.1578946
1.1578945
1.1578946
1.1578946
1.1578946
1.1578945
1.1578946
1.1578945
1.1578945
1.1578946
1.1578946
1.1578946
1.1578945
1.1578945
1.1578943
1.1578941
1.157894
1.1578709
1.1578835
1.1578944
1.1578946
1.1578946
1.1578946
1.1578946
1.1578946
1.1578945
1.1578946
1.1578945
1.1578941
1.1578944
0.0
0.0
0.0
0.0
0.0
2.220446e-16
7.783474e-11
2.7096303e-10
6.078804e-12
1.4321222e-08
1.17903465e-11
0.0
3.2385206e-13
0.0
2.1637726e-07
3.5527137e-15
5.241363e-13
2.2249326e-06
1.548317e-12
0.0
5.551115e-16
5.7731597e-15
0.0
0.0
0.0
5.551115e-16
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.551115e-16
0.0
4.081513e-12
2.1871394e-14
0.0
4.5519144e-15
2.220446e-16
4.305223e-12
1.662892e-12
0.0
1.0325074e-13
0.0
0.0
3.330669e-16
0.0
2.220446e-16
2.897682e-14
2.220446e-16
0.0
2.021383e-12
1.0371772e-07
3.719247e-14
1.7316038e-08
1.7419399e-13
8.053358e-08
3.7647663e-13
1.1790569e-13
5.551115e-16
6.084022e-14
3.2120484e-10
4.2188475e-15
0.0
1.3301027e-11
1.1942114e-11
3.8246073e-12
4.0945025e-13
3.8413717e-14
2.2692959e-13
0.0
0.0
0.0
2.2981617e-14
0.0
0.0
3.7958525e-13
0.0
0.0
0.0
2.7466336e-07
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.7620803e-08
0.0
3.330669e-16
0.0
0.0
0.0
0.0
0.0
0.0
2.220446e-16
0.0
6.7723605e-15
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.936895e-12
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.553513e-15
8.7703e-06
0.0003787516
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.5543122e-15
0.0
1.7097435e-14
0.0
0.0
0.0
3.4688455e-08
0.0
2.7738856e-10
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8.0627116e-10
0.0
0.0
0.0
1.0654387e-08
0.00015868564
0.025181897
0.0
0.0
0.0
0.0
0.0
0.0
9.338207e-08
3.330669e-16
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.5527137e-15
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.2196468e-15
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00062531955
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9.8689e-10
3.9335202e-13
0.0
0.0
1.254552e-14
2.1094237e-15
3.0249137e-12
0.0
0.0
1.1559228
1.1575792
1.1578919
1.1577021
1.1578865
1.1578922
1.155175
1.157889
1.1578715
1.1578903
1.1578766
1.1578733
1.1578927
1.1578918
1.1578919
1.1578922
1.1578928
1.1578931
1.1578919
1.1578907
1.1578906
1.1578823
1.157892
1.1578931
1.1578894
1.157893
1.1578928
0.081893116
0.109079756
0.0120948
0.0002444507
0.12101514
0.0966809
0.00013330743
0.10655489
0.009821699
0.031789996
0.027825069
0.6825955
0.11820734
0.23407835
0.17819305
0.17902116
0.08248134
0.0002258421
0.07369297
0.08137483
0.16140701
0.21633504
1.1578926
1.1578921
1.1578918
1.1578916
0.14646809
0.1602131
0.15592009
1.1345643
0.20624085
0.2180339
0.09635943
0.08187796
0.10773573
0.09714704
0.06001751
0.053043522
0.05296892
0.23076576
0.23980482
0.21732861
0.1620233
0.10261488
0.14627038
0.1410132
0.13464376
0.11298565
0.06977722
0.0215119
0.06343948
0.014650188
0.0022548724
0.09415493
0.07616374
0.0667171
0.060070653
9.527692e-07
0.00042097367
0.04937911
0.08717614
0.07012081
0.09509017
0.10526029
