step,sec,dump
131,0.501,Nsync-grv=     42279 Nsync-hyd=      9610  ::::rrrde***************************ttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXe99[++++++++++++++++++++++++l"""oo??A0kF----
132,3.823,Nsync-grv=   1007751 Nsync-hyd=    583845  r***************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXheeeECJ99999999HHHH[[[yyyy+++o???A00001T7
133,0.407,Nsync-grv=     42181 Nsync-hyd=      9595  :::::rDEe************************************tttttttttttttxxxxXXXXXXXXXXXXE99Hy+++++++++++++++++++++++++""""oo??AA0K7---
134,2.461,Nsync-grv=    578437 Nsync-hyd=    320439  :*********************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXeeeEcCC9999999HHH[[[[yyyy+++++o?0001F
135,0.420,Nsync-grv=     42122 Nsync-hyd=      9558  :::::rDe********************************ttttttttttttttxxxxxxxXXXXXXXXXXXXXXe99Hy+++++++++++++++++++++++++l""""o???AIK7--
136,3.949,Nsync-grv=   1107944 Nsync-hyd=    583827  :***************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXaeeeEcC99999999HHHH[[[[yyyy++"??AA0001T7
137,0.495,Nsync-grv=     42160 Nsync-hyd=      9527  ::::rDde**************************ttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXE9H[++++++++++++++++++++++++""""o??AA01F---
138,2.589,Nsync-grv=    578540 Nsync-hyd=    320157  :e*************************************ttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXeeeEcCC9999999HHH[[[yyy++++l?A000T-
139,0.490,Nsync-grv=     42111 Nsync-hyd=      9528  ::::rrde**************************ttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXJ9Hy+++++++++++++++++++++++++l"""oo??AA01F---
140,3.659,Nsync-grv=   1007832 Nsync-hyd=    582954  :******************************************ttttttttttttttxxxxxxXXXXXXXXXXXXXeeeEEcCC9999999999HHH[[[[yyyyy+++???A00001T7
141,0.397,Nsync-grv=     41998 Nsync-hyd=      9508  :::::rDE***********************************ttttttttttttttxxxxxXXXXXXXXXXXXXDJ9Hy++++++++++++++++++++++++l""""oo??AA0K7--
142,2.458,Nsync-grv=    578902 Nsync-hyd=    320040  :E****************************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXbeeEcC9999999HHHH[[yyy++++"??I001TF
143,0.499,Nsync-grv=     41794 Nsync-hyd=      9457  :::::rrDE****************************ttttttttttttttxxxxxxxxXXXXXXXXXXXXXXe99[+++++++++++++++++++++++++l"""oo??AA0K7F----
144,4.135,Nsync-grv=   1297385 Nsync-hyd=    582993  r****************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXeeeEccC999999999HH[[yyyy++"??A00001T7
145,0.486,Nsync-grv=     41591 Nsync-hyd=      9376  :::rrrde***********************tttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXc9H[++++++++++++++++++++++"""oo??AA)KTF---
146,2.519,Nsync-grv=    579350 Nsync-hyd=    319973  :**************************************tttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeeEEccC99999999HHH[yy+++++"?A001F
147,0.420,Nsync-grv=     41453 Nsync-hyd=      9343  ::::rrDEe********************************tttttttttttttxxxxxxXXXXXXXXXXXXXDC9Hy+++++++++++++++++++++++++l""""oo??AA0K1F--
148,4.246,Nsync-grv=   1007878 Nsync-hyd=    582083  r******************************tttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXeeEEccCC99999999HHH[[[[yyy+++o??A00001TF
149,0.390,Nsync-grv=     41419 Nsync-hyd=      9314  :::::rDEe***********************************tttttttttttxxxxXXXXXXXXXXXe99H++++++++++++++++++++++++++++l"""""oo??AA)0kF--
150,2.230,Nsync-grv=    579917 Nsync-hyd=    320019  :E****************************************************ttttttttttttxxxxxXXXXXXXXXXXheeeEC999999999HHH[[[yyy+++++"?A000KTF
151,0.464,Nsync-grv=     41323 Nsync-hyd=      9316  ::::rrDEe************************ttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXE99[++++++++++++++++++++++++""""o???AIK7---
152,3.776,Nsync-grv=   1107855 Nsync-hyd=    582117  r*******************************************ttttttttttttttxxxxxxXXXXXXXXXXXXXXeeeEEccCC99999999HHHH[[[yyyy++"??AA0001TTF
153,0.389,Nsync-grv=     41288 Nsync-hyd=      9307  :::::rrDdE*************************************ttttttttttxxxXXXXXXXXXXe99Hy+++++++++++++++++++++++++++"""""oo???AA0KkF--
154,2.468,Nsync-grv=    580606 Nsync-hyd=    320110  :E*****************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXeeEEccCC9999999HHHH[[[yyyy++++"?A0001TF
155,0.514,Nsync-grv=     41334 Nsync-hyd=      9305  ::::rrrrde***********************tttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXEc9H[[y+++++++++++++++++++++++l"""oo???A)K7------
156,3.887,Nsync-grv=   1007894 Nsync-hyd=    581200  r**************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXeeEEccCC99999999HHHH[[[[yyyy+++"??A000011T7
157,0.543,Nsync-grv=     41391 Nsync-hyd=      9301  :::rrDE********************ttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXc9Hy++++++++++++++++++++++""oo?????AAKT---
158,2.467,Nsync-grv=    581328 Nsync-hyd=    320249  :*****************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXeeEECJ9999999HHH[[yyy++++loA0001F
159,0.519,Nsync-grv=     41344 Nsync-hyd=      9295  :::rrDE***********************ttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXe99[++++++++++++++++++++++l""""o???A)K1F-----
160,4.405,Nsync-grv=   1468257 Nsync-hyd=    581240  r*******************************************tttttttttttttttxxxxxxxXXXXXXXXXXXXXeeEEccCC9999999HHH[[[[[yyyy++"??A000011TF
161,0.438,Nsync-grv=     41426 Nsync-hyd=      9295  ::::rrrDde******************************ttttttttttttxxxxxxxXXXXXXXXXXXe99H++++++++++++++++++++++++++"""""o????A)KkF-----
162,2.642,Nsync-grv=    581779 Nsync-hyd=    320286  :e***********************************tttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXX#eeEcCC999999HHHH[[yyyy++++"?A001TF
163,0.501,Nsync-grv=     41327 Nsync-hyd=      9274  :::rrrDE**************************ttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXC9Hy++++++++++++++++++++l"""oo??A)01F------
164,3.657,Nsync-grv=   1007904 Nsync-hyd=    580371  :*******************************************ttttttttttttttxxxxxXXXXXXXXXXXXXXeeEEEccCJ99999999HHHH[[[[yyyy+++"?A)00011T7
165,0.526,Nsync-grv=     41359 Nsync-hyd=      9247  ::::rDE**********************ttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXDJ9[y++++++++++++++++++++++""""o??AIKTF---
166,2.536,Nsync-grv=    582175 Nsync-hyd=    320226  :e*****************************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXXheeEccC9999999HHHH[[[[yyyy+++++"?A0001TF
167,0.444,Nsync-grv=     41346 Nsync-hyd=      9207  ::::rrDE****************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXc9Hy++++++++++++++++++++++l"""oo???A0kF--
168,4.056,Nsync-grv=   1107870 Nsync-hyd=    580425  :************************************tttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXeeeEccC99999999HHH[[[yyy+++??A00011T7
169,0.409,Nsync-grv=     41212 Nsync-hyd=      9160  :::::rDE*********************************tttttttttttttxxxxxxXXXXXXXXXXXXXXE9H[y++++++++++++++++++++++++l""""oo??AAI0k7--
170,2.545,Nsync-grv=    582741 Nsync-hyd=    320331  :*****************************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXBeeEEcC9999999HHHH[[[[[yyyy+++++o??00001TF
171,0.402,Nsync-grv=     41015 Nsync-hyd=      9147  :::::rDE********************************tttttttttttttttxxxxxxXXXXXXXXXXXXXXDJ9Hy+++++++++++++++++++++++++""""oo??AA0KT--
172,3.891,Nsync-grv=   1007939 Nsync-hyd=    579522  :***************************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXeeeEccCC9999999HHHHH[[[yyyy+++"?AA000011T7
173,0.422,Nsync-grv=     40863 Nsync-hyd=      9107  :::::rDE******************************ttttttttttttttxxxxxxXXXXXXXXXXXXXhJ9Hy+++++++++++++++++++++++++l"""""""o??AAA0KF--
174,2.471,Nsync-grv=    583548 Nsync-hyd=    320497  :******************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXeeEEcC9999999HHHH[[yyy++++"??A001TF
175,0.467,Nsync-grv=     40686 Nsync-hyd=      9054  ::::rrde****************************ttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXE9H[++++++++++++++++++++++++l"""oo??AA0KTF-
176,4.062,Nsync-grv=   1297604 Nsync-hyd=    579620  r*******************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXeeeEC99999999HHHH[[yyyy+++"??A)00011T7
177,0.459,Nsync-grv=     40470 Nsync-hyd=      9008  ::::rrDE****************************ttttttttttttttxxxxxxxxXXXXXXXXXXXXXXE9Hy+++++++++++++++++++++++++++l"""oo???AIKTF---
178,2.976,Nsync-grv=    584208 Nsync-hyd=    320579  :****************************ttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeeEcC999999HH[[yy++++o?A00kTF
179,0.493,Nsync-grv=     40256 Nsync-hyd=      8969  ::::rrDE**********************ttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXE99y+++++++++++++++++++++++++l"""o???A)KTF---
180,4.133,Nsync-grv=   1007969 Nsync-hyd=    578734  r***********************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXeeEEccCC9999999HHHHH[[[[[yyyyy+++??A)000W11TF
181,0.398,Nsync-grv=     40014 Nsync-hyd=      8886  :::::rDE*******************************ttttttttttttttxxxxxxxxXXXXXXXXXXXXXXc9Hy+++++++++++++++++++++++++l""""oo??AA0K7--
182,2.748,Nsync-grv=    584933 Nsync-hyd=    320705  :**********************************ttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXeeEcC9999999HHH[yyy++++"?A001TF
183,0.483,Nsync-grv=     39933 Nsync-hyd=      8854  ::::rrde*********************ttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXE9Hy+++++++++++++++++++++""""o??A)01F---
184,4.164,Nsync-grv=   1107824 Nsync-hyd=    578848  r**************************************tttttttttttttttxxxxxxXXXXXXXXXXXXXBeeEEccCC999999HHHHH[[[[[[yyyyy++++??AA000011T7
185,0.495,Nsync-grv=     39787 Nsync-hyd=      8811  ::::rrdE********************ttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXDc9H[y+++++++++++++++++++++++""""o???AIKF----
186,2.635,Nsync-grv=    585850 Nsync-hyd=    320945  :*************************************ttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXeeEcCC9999999HHH[[[yyyy++++"?A0001TF
187,0.477,Nsync-grv=     39798 Nsync-hyd=      8769  ::::rrDdE***************************ttttttttttttttxxxxxxxXXXXXXXXXXXXXc9Hy+++++++++++++++++++++++++++++""""oo??AAIKTF---
188,4.238,Nsync-grv=   1007989 Nsync-hyd=    577891  r**************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXheeEEcCC99999999HHHH[[[yyyy+++o?AA000111T7
189,0.486,Nsync-grv=     39595 Nsync-hyd=      8705  ::::rrDE***********************ttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXE9Hy++++++++++++++++++++++++"""oo???A)KTF----
190,2.842,Nsync-grv=    586670 Nsync-hyd=    321113  :**************************************tttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXbeeEcCC999999HHHH[[yyy++++"?A0001TF
191,0.542,Nsync-grv=     39417 Nsync-hyd=      8667  ::::rrde*******************tttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeJ9[++++++++++++++++++++++"""oo???A)KF---
192,4.808,Nsync-grv=   1600000 Nsync-hyd=    577991  r*********************************************tttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXdeeEcC9999999HHHH[[yyy++o??A00011T7
193,0.436,Nsync-grv=     39427 Nsync-hyd=      8655  ::::rrDde******************************ttttttttttttttxxxxxxXXXXXXXXXXXXXXeJ9Hy+++++++++++++++++++++++++l""""o????A0K7---
194,2.808,Nsync-grv=    587532 Nsync-hyd=    321345  :**************************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXeeeEcC9999999HHHH[[[yyy++++"?AI0001TF
195,0.546,Nsync-grv=     39275 Nsync-hyd=      8645  ::::rrrde*******************tttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXEc9H[y++++++++++++++++++++++++l"""oo???AA0kF------
196,4.125,Nsync-grv=   1008098 Nsync-hyd=    577023  :***************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXeeEEccCC99999999HHHH[[[yyyy+++o?A)000111T7
197,0.514,Nsync-grv=     39146 Nsync-hyd=      8612  ::::rrde*******************ttttttttttttttttttxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXE9Hy++++++++++++++++++++++""""o??AIK7---
198,2.613,Nsync-grv=    588296 Nsync-hyd=    321509  :********************************************tttttttttttttttxxxxxxxxxxXXXXXXXXXXeeEEccC99999999HHH[[[[[yy++++l??A00011TF
199,0.511,Nsync-grv=     39109 Nsync-hyd=      8581  ::::rDd********************ttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXC9Hy+++++++++++++++++++++l"""o???A)KF--
200,4.429,Nsync-grv=   1107802 Nsync-hyd=    577166  r***********************************ttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeeEEcCJ99999999HHH[yyy+++??AA000k11T7
201,0.476,Nsync-grv=     39065 Nsync-hyd=      8567  ::::rrDE**************************ttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXe9H[y++++++++++++++++++++++++""""o??A)KTF---
202,2.837,Nsync-grv=    588997 Nsync-hyd=    321639  :***************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXeeEccCJ9999999HHH[[[yyy++++"??A00011TF
203,0.497,Nsync-grv=     39075 Nsync-hyd=      8563  ::::rrDE**********************tttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXE9H[+++++++++++++++++++++++""""o??AA0KF---
204,4.268,Nsync-grv=   1008158 Nsync-hyd=    576217  r*************************************ttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXeeEEcCJ9999999HHHH[[[[yyyy+++"??A000011TTF
205,0.449,Nsync-grv=     39046 Nsync-hyd=      8557  :::::rDEe****************************tttttttttttttttxxxxxxxXXXXXXXXXXXXXXXe99[y+++++++++++++++++++++++++l""""o??A)K1F---
206,2.918,Nsync-grv=    589434 Nsync-hyd=    321584  :***************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXeeEEcC999999HHHH[[[[yyy+++++??A00011TF
207,0.483,Nsync-grv=     38935 Nsync-hyd=      8515  ::::rrDde*************************ttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXC9H+++++++++++++++++++++++++l""""o??AA0kF---
208,4.776,Nsync-grv=   1297845 Nsync-hyd=    576393  r*************************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXeeeEcC9999999HHHH[[yyy++"??A0000111T7
209,0.463,Nsync-grv=     39028 Nsync-hyd=      8489  :::::rDde**************************ttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXc9H[y++++++++++++++++++++++++""""oo???AAIKkF---
210,2.661,Nsync-grv=    589796 Nsync-hyd=    321501  :e***********************************************ttttttttttttttxxxxxXXXXXXXXXXXXheeEEcC9999999HHH[[[yyy++++"???A00001TTF
211,0.463,Nsync-grv=     39101 Nsync-hyd=      8485  ::::rrDE************************ttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXeJ9[y++++++++++++++++++++++++l""""o???A)KT---
212,4.350,Nsync-grv=   1008208 Nsync-hyd=    575477  r*************************************ttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXBeeEEcCC99999999HHH[[[yyy+++???AA000011TTF
213,0.439,Nsync-grv=     39133 Nsync-hyd=      8501  :::::rrDE*******************************tttttttttttttxxxxxxxXXXXXXXXXXXXXe99[y+++++++++++++++++++++++++""""o???AAIK1F---
214,2.884,Nsync-grv=    589847 Nsync-hyd=    321173  :***************************************tttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXeeeEcC9999999HHH[[[yyyy++++"??A00011TF
215,0.460,Nsync-grv=     39269 Nsync-hyd=      8540  :::::rrDE****************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXBC9Hy++++++++++++++++++++++++l"""oo??AA0K7---
216,4.325,Nsync-grv=   1107759 Nsync-hyd=    575605  :****************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXeeEEcC99999999HHH[[yyyy++"???A)000011TT7
217,0.447,Nsync-grv=     39468 Nsync-hyd=      8579  :::::rDde*******************************ttttttttttttttxxxxxxxXXXXXXXXXXXXeJ9Hy++++++++++++++++++++++++++""""oo??AA0kF---
218,3.021,Nsync-grv=    589814 Nsync-hyd=    320793  :**********************************tttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXheeEcC9999999HHH[[[yyy++++o??A00011TF
219,0.525,Nsync-grv=     39573 Nsync-hyd=      8584  :::::rDE*********************tttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXE9Hy+++++++++++++++++++++++"""oo??AA01F--
220,4.290,Nsync-grv=   1008342 Nsync-hyd=    574650  r************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXeeeEcCC9999999HHHH[[[yyyy+++"??AA000W11TTF
221,0.482,Nsync-grv=     39713 Nsync-hyd=      8613  :::::rDE************************tttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXc9Hy+++++++++++++++++++++++""""o??A)01F---
222,3.127,Nsync-grv=    589785 Nsync-hyd=    320407  :********************************ttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeeEEcCJ9999HHHHH[[[[yyyy++++"??AI00011TF
223,0.521,Nsync-grv=     39740 Nsync-hyd=      8633  :::rrDE*********************ttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXE9Hy++++++++++++++++++++++l"""o???A)K7----
224,4.506,Nsync-grv=   1468444 Nsync-hyd=    574826  r**********************************************tttttttttttttttxxxxxxXXXXXXXXXXXXXX#eeEccC99999999HHH[[yyy+++??A)000111T7
225,0.495,Nsync-grv=     39764 Nsync-hyd=      8662  ::::rrDE*************************ttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXc9H[+++++++++++++++++++++++""""o??AA)K7----
226,3.165,Nsync-grv=    589910 Nsync-hyd=    320121  :*********************************tttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXeeEccC99999HHHH[[[[yyy+++"??AA00011TF
227,0.405,Nsync-grv=     39797 Nsync-hyd=      8663  :::::rrDE**********************************tttttttttttxxxxxXXXXXXXXXXBC9H[+++++++++++++++++++++++++++ll"""oo???AA0K1F---
228,3.708,Nsync-grv=   1008408 Nsync-hyd=    573867  :******************************************ttttttttttttttxxxxxxxXXXXXXXXXXXXXBeeEEccCC999999999HHH[[yyy+++"??A00001111T7
229,0.443,Nsync-grv=     39844 Nsync-hyd=      8681  ::::rrDEe*****************************ttttttttttttttxxxxxxxxxXXXXXXXXXXXXeJ9H+++++++++++++++++++++++++l"""oo???AA0kF----
230,2.765,Nsync-grv=    590153 Nsync-hyd=    319962  :*************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXeeEccCC999999HHHH[[yyyy++++o??AA00011TT-
231,0.508,Nsync-grv=     39826 Nsync-hyd=      8695  ::::rDE******************ttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXC9[+++++++++++++++++++++++++l""""o??AA0kF--
232,3.948,Nsync-grv=   1107755 Nsync-hyd=    574041  r****************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXeeeEcCC99999999HHHH[[[yyyy++"??AA000111TTF
233,0.452,Nsync-grv=     39858 Nsync-hyd=      8688  ::::rDE***********************ttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXE9Hy++++++++++++++++++++++""""o???A)KTF-
234,2.677,Nsync-grv=    590499 Nsync-hyd=    319873  :**************************************ttttttttttttttttxxxxxxxxxxXXXXXXXXXXXX#eeEcC9999999HHHH[[[[[yyy++++"???A)00011TTF
235,0.531,Nsync-grv=     39853 Nsync-hyd=      8676  ::::rDE******************ttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXe9Hy++++++++++++++++++++++""""o?AA01F--
236,3.997,Nsync-grv=   1008512 Nsync-hyd=    573092  r************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXBeeEEC9999999HHHHH[[[[yyy+++??AA0000111TT7
237,0.462,Nsync-grv=     39890 Nsync-hyd=      8666  ::::rDE**********************ttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXe9Hy++++++++++++++++++++++l"""oo?AA0KF--
238,2.445,Nsync-grv=    590884 Nsync-hyd=    319808  :***********************************************tttttttttttttxxxxXXXXXXXXXXXXDeeEcC99999999HHHH[[[yyy+++++"???AA00011TTF
239,0.544,Nsync-grv=     40030 Nsync-hyd=      8673  ::::rrde******************ttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXE9Hy++++++++++++++++++++++++l"""o???A01F---
240,3.931,Nsync-grv=   1298157 Nsync-hyd=    573267  r**********************************************ttttttttttttttxxxxxxXXXXXXXXXXXXXXeeeEcJ99999999HHH[[yyy+++???A0000111TT7
241,0.402,Nsync-grv=     40122 Nsync-hyd=      8693  :::::rDde*******************************ttttttttttttttxxxxxxxxXXXXXXXXXXXXXe99[+++++++++++++++++++++++++"""""o??AAIKTF--
242,2.645,Nsync-grv=    591230 Nsync-hyd=    319673  :***************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXeeeECJ999999HHH[[yyy++++"???AA0011TT7
243,0.495,Nsync-grv=     40325 Nsync-hyd=      8734  ::::rrde***********************tttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXC9[+++++++++++++++++++++++++"""oo????AAK1F----
244,3.796,Nsync-grv=   1008642 Nsync-hyd=    572345  r***************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXBeeeECJ99999999HHHH[[yyyy+++??AA0000111TT7
245,0.439,Nsync-grv=     40467 Nsync-hyd=      8769  ::::rrDde***************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXC9Hy+++++++++++++++++++++++++l""""o??AA)K1F---
246,2.458,Nsync-grv=    591471 Nsync-hyd=    319497  :**********************************************ttttttttttttttxxxxxxxxXXXXXXXXXheeEccC9999999HHHH[[[[yyy++++lo?AA00k11TTF
247,0.438,Nsync-grv=     40608 Nsync-hyd=      8827  ::::rrDE****************************ttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXDJ9H++++++++++++++++++++++++l""""o??AA0K7---
248,4.808,Nsync-grv=   1107737 Nsync-hyd=    572525  r***************************ttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeeEEcC9999999HHH[[[yyyy+++??AA000111T7
249,0.556,Nsync-grv=     40774 Nsync-hyd=      8876  :::rrDE*******************ttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXe9Hy++++++++++++++++++++l"""o??A)KTF----
250,2.919,Nsync-grv=    591792 Nsync-hyd=    319386  :*********************************ttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXeeEEccCC99999HHHH[[[[yyyy++++"???A000111TF
251,0.469,Nsync-grv=     40962 Nsync-hyd=      8927  :::::rDde****************************tttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXc9Hy++++++++++++++++++++++l"""oo??A)KTF----
252,4.027,Nsync-grv=   1008722 Nsync-hyd=    571593  r**********************************tttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXeeeEcC99999999HHH[[yyyy++"??AA00000111TT7
253,0.418,Nsync-grv=     41110 Nsync-hyd=      8957  :::::rDE*****************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXE9Hy++++++++++++++++++++++++l""""o???AA0K7--
254,2.605,Nsync-grv=    592224 Nsync-hyd=    319267  :***************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXeeEcC9999999HHH[[yyy++++"??AA000011TTF
255,0.416,Nsync-grv=     41443 Nsync-hyd=      9020  :::::rDe*******************************tttttttttttttttxxxxxxxXXXXXXXXXXXXXe99[y+++++++++++++++++++++++++l""""o???A)0K7--
256,4.476,Nsync-grv=   1600000 Nsync-hyd=    571752  r********************************************tttttttttttttttxxxxxxxxxxxxXXXXXXXXeeeEcC999999HHHH[[[[[[yyy++"?AA0000111T7
257,0.516,Nsync-grv=     41539 Nsync-hyd=      9064  ::::rrde*********************ttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXe99y+++++++++++++++++++++l""oo?????A)KTF---
258,2.609,Nsync-grv=    592675 Nsync-hyd=    319251  :*****************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXeeEEcCC9999999HHH[yyy+++++o??AA00K11TTF
259,0.440,Nsync-grv=     41600 Nsync-hyd=      9106  :::::rDE******************************ttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXc9H[+++++++++++++++++++++++++l""""o??AA0K7---
