step,sec,dump
8867,0.007,Nsync-grv=         0 Nsync-hyd=       176  BhHddddddeeEEccCCJJJJJJJJJ999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[yyyyyyyyyyyyyyyyy??A000000000Kk77777
8868,0.219,Nsync-grv=      1435 Nsync-hyd=     14132  :::::rrrrDEE**ttxxXhecJ99999999HHHHHHH[[[[[[[[yyyyyy++++++++++++++++++++++++++++++++++++++++l"""""oo?????AAI0KK1TF------
8869,0.007,Nsync-grv=         0 Nsync-hyd=       193  BbhdddddddeeEEcCJJJJJJJJJJ9999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy???0000000000kT777777
8870,2.578,Nsync-grv=    619005 Nsync-hyd=    116227  r**************************************ttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXEc99999HHH[[[[[yyyy+++l?A001F
8871,0.007,Nsync-grv=         0 Nsync-hyd=       161  BhhdddddeeEccCJJJJJJJJJJJ99999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[yyyyyyyyyyyyyyyy???00000000000kT7777F
8872,0.219,Nsync-grv=      1468 Nsync-hyd=     14262  ::::::rrrDdEe**txXhecJ99999999HHHHHHH[[[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++++++++++ll""""oo???AAA)00K1TF-----
8873,0.007,Nsync-grv=         0 Nsync-hyd=       170  BBhdddddddeEEccCCJJJJJJJJJJJ999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyyyyyyyyy???0000000000k777777
8874,1.691,Nsync-grv=    249626 Nsync-hyd=     37797  :*************************************tttttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXE999HH[[yy++++++o?0F
8875,0.009,Nsync-grv=         0 Nsync-hyd=       169  BhddddddEEEccccccccccccccccccccccccccCCJJJJJJJJ9999999999999999999999HHHHHHHHHHHHH[[[[[[[[yyyyyyyyyyyyyy?000000000k77777
8876,0.202,Nsync-grv=      1470 Nsync-hyd=     14074  ::::::rrDDEEe*ttxxXXeECJ999999999HHHHHH[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++++++++++ll"""""oo???AAAA00Kk17F---
8877,0.007,Nsync-grv=         0 Nsync-hyd=       183  BhhddddddeeEccCCJJJJJJJJJ99999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy??000000000k777777
8878,3.196,Nsync-grv=    871244 Nsync-hyd=    191812  r***********************************ttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeEC999999HHHH[[[yyyyy++"?A001T7
8879,0.041,Nsync-grv=         0 Nsync-hyd=       139  hdcJJ999999HH[yy?0kkk7777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777FF
8880,0.223,Nsync-grv=      1536 Nsync-hyd=     14203  :::::rrrDEE**ttxxXdEcC99999999HHHHHHH[[[[[[[[[yyyyyy+++++++++++++++++++++++++++++++++++++++++++ll""""oo???AAAI0KK1TF----
8881,0.008,Nsync-grv=         0 Nsync-hyd=       155  BhddddddeEEccccCJJJJJJJJJ99999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy????A000000000T77777
8882,1.473,Nsync-grv=    249961 Nsync-hyd=     37757  :e********************************************ttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXc999HH[[y++++++"?AK7
8883,0.007,Nsync-grv=         0 Nsync-hyd=       145  BhhdddddddeeEEcCJJJJJJJJJJJ9999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy??00000000000kT77777F
8884,0.205,Nsync-grv=      1616 Nsync-hyd=     14107  :::::rrrDdEe**ttxxXdecCJ99999999HHHHHHH[[[[[[[[[yyyyyy++++++++++++++++++++++++++++++++++++++++l"""""oo??AAAAI00K1TF-----
8885,0.007,Nsync-grv=         0 Nsync-hyd=       163  BbhddddddeeEEccccCCJJJJJJJJJJ999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy??0000000000k777777
8886,2.588,Nsync-grv=    618881 Nsync-hyd=    116013  r***************************************ttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXXEcC9999HHHH[[[[[yyyy++++??A0017
8887,0.006,Nsync-grv=         0 Nsync-hyd=       123  BhhddddddeeEEcCCJJJJJJJJJJJ9999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyyyyyyyyy?A00000000000k777777F
8888,0.219,Nsync-grv=      1654 Nsync-hyd=     14229  :::::rrrDEE**ttxxXXdEcJ9999999HHHHHHH[[[[[[[[yyyyyyyy++++++++++++++++++++++++++++++++++++++ll""""oo?????AAAA000K1TF-----
8889,0.007,Nsync-grv=         0 Nsync-hyd=       145  BbhddddddddeeEEccCJJJJJJJJJJJj99999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy??00000000000k7777777
8890,1.797,Nsync-grv=    250159 Nsync-hyd=     37759  :*******************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXe999HH[[yyy+++++"?AkF
8891,0.007,Nsync-grv=         0 Nsync-hyd=       116  BbhdddddddeEEcCJJJJJJJJJJ9999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy??000000000kkT777777
8892,0.220,Nsync-grv=      1672 Nsync-hyd=     14197  :::::::rrrDEE***txxXXeEcC999999999HHHHHHH[[[[[[[yyyyyyyy+++++++++++++++++++++++++++++++++++++ll"""""oo????AA000K1T7F----
8893,0.007,Nsync-grv=         0 Nsync-hyd=       151  BBhdddddddeEEcccCCJJJJJJJJJ9999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy????0000000000k777777
8894,3.515,Nsync-grv=   1480743 Nsync-hyd=    255418  D**********************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXdeEC99999999HHH[[[[yyyy++??A0117
8895,0.007,Nsync-grv=         0 Nsync-hyd=       106  BBhhdddddddddeEccCJJJJJJJJJJJJ999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyyyyyyyy???A0000000000k1777777F
8896,0.211,Nsync-grv=      1725 Nsync-hyd=     14397  :::::rrrDEEe**ttxXdecCJ99999999HHHHHHH[[[[[[[[[yyyyyyyy++++++++++++++++++++++++++++++++++++++ll"""""oo????AAI00KkT7-----
8897,0.007,Nsync-grv=         0 Nsync-hyd=       139  BhhhhhddddddeEEccCCJJJJJJJJJ999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyy???A000000000k77777
8898,1.517,Nsync-grv=    250279 Nsync-hyd=     37738  :D**********************************************ttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXc999HH[[[y++++++"??AKF
8899,0.007,Nsync-grv=         0 Nsync-hyd=       150  BhHddddddeEEccCCJJJJJJJJ999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy????A000000000kT777777
8900,0.210,Nsync-grv=      1777 Nsync-hyd=     14250  :::::rrrDdEe***txxXXeEcJ9999999HHHHHHHH[[[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++++++++l""""ooo??AAAAI0KK1TF-----
8901,0.007,Nsync-grv=         0 Nsync-hyd=       175  BhhdddddddeeEEcCCJJJJJJJJJ99999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy???A000000000kT7777
8902,2.699,Nsync-grv=    618779 Nsync-hyd=    115833  r**********************************ttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXecC9999HHH[[[[[[yyy+++"?A01F
8903,0.006,Nsync-grv=         0 Nsync-hyd=       154  BbhdddddddeeEcCCJJJJJJJJj999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[yyyyyyyyyyyyyyyyy???A000000000k177777F
8904,0.202,Nsync-grv=      1791 Nsync-hyd=     14410  ::::::rrDDEE***ttxxXeEcJ99999999HHHHHHH[[[[[[[[[yyyyy+++++++++++++++++++++++++++++++++++++++++ll"""""oo???AAAI00K1TF----
8905,0.007,Nsync-grv=         0 Nsync-hyd=       173  BhdddddddeeEccCCJJJJJJJJj999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy???0000000000kT7777
8906,1.543,Nsync-grv=    250369 Nsync-hyd=     37658  :E******************************************ttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXX#c999HH[yy+++++loA1F
8907,0.006,Nsync-grv=         0 Nsync-hyd=       171  BhddddddddeeEEcCCJJJJJJJJJ999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[yyyyyyyyyyyyyyyyy??A000000000kT77777
8908,0.208,Nsync-grv=      1810 Nsync-hyd=     14214  ::::::rrDDEE***ttxXXeEC99999999HHHHHHH[[[[[[[[[yyyyyyy+++++++++++++++++++++++++++++++++++++++ll"""""oo????AA)00KK1TF----
8909,0.007,Nsync-grv=         0 Nsync-hyd=       195  BhdddddddeeEEccCCJJJJJJJJJ9999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy???000000000kT7777
8910,2.954,Nsync-grv=    871558 Nsync-hyd=    191531  r*****************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXeEcJ9999999HHH[[[yyyyy++"?A00117
8911,0.007,Nsync-grv=         0 Nsync-hyd=       168  BbhddddddeeeEEcCCJJJJJJJJJ999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[yyyyyyyyyyyyyyy???A00000000KkT77777F
8912,0.233,Nsync-grv=      1842 Nsync-hyd=     14386  :::::rrrDEe***txxXeEcccCJ99999999HHHHHHH[[[[[[[yyyyyyyy+++++++++++++++++++++++++++++++++++++++l""""oo?????AAAA00Kk17F---
8913,0.010,Nsync-grv=         0 Nsync-hyd=       202  BbhddddddeEccCCJJJJJJJJJ99999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyy??A0000000KT77777
8914,1.479,Nsync-grv=    250544 Nsync-hyd=     37652  :E*********************************************ttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXXc999HH[[[yyy++++++"?A01F
8915,0.007,Nsync-grv=         0 Nsync-hyd=       161  BbhdddddddeeEcCCJJJJJJJJ999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[yyyyyyyyyyyyyy???000000000kT77777F
8916,0.238,Nsync-grv=      1755 Nsync-hyd=     14230  :::::rrrDEe**ttxxXXeECJ999999HHHHHHH[[[[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++++++++++ll""""oo????AAA)00K1TF----
8917,0.009,Nsync-grv=         0 Nsync-hyd=       179  BhdddddeEEcccCCJJJJJJ99999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyy???0000000kT777
8918,2.540,Nsync-grv=    618785 Nsync-hyd=    115667  r**************************************tttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXEc99999HHH[[[[[yyy+++l??A00T7
8919,0.007,Nsync-grv=         0 Nsync-hyd=       134  BhddddddeEEccCCJJJJJJJJJJJ99999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[yyyyyyyyyyyyyyyyy???00000000kT77777
8920,0.206,Nsync-grv=      1709 Nsync-hyd=     14375  ::::::rrDdEe**ttxxxXXXeECJ99999999HHHHHH[[[[[[yyyyyy+++++++++++++++++++++++++++++++++++++++++ll"""""oo????AAA)00KkTTF---
8921,0.009,Nsync-grv=         0 Nsync-hyd=       162  BhdddddeEFcccCCJJJJJJJJ999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyy??000000001777
8922,1.512,Nsync-grv=    250816 Nsync-hyd=     37607  :E*******************************************ttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXE999HH[[[yy+++++"?)1F
8923,0.006,Nsync-grv=         0 Nsync-hyd=       125  BbhddddddeeEEcCCJJJJJJJJ999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy??A0000000Kk77777
8924,0.205,Nsync-grv=      1612 Nsync-hyd=     14187  ::::::rrDDEe***txXXeEcC99999999HHHHHHHH[[[[[[[[[yyyyyyyy++++++++++++++++++++++++++++++++++++++l"""""oo????AAA)00K1TF----
8925,0.006,Nsync-grv=         0 Nsync-hyd=       137  BhdddddddeEEccCCJJJJJJJ999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyy??00000000KT7777
8926,3.377,Nsync-grv=   1082199 Nsync-hyd=    252425  r****************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXdecC99999999HHHH[[[[[yyyy+++??A001T7
8927,0.007,Nsync-grv=         0 Nsync-hyd=       110  BbhddddddddeEccCJJJJJJJJJJJ99999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy??000000000kT777777777F
8928,0.214,Nsync-grv=      1505 Nsync-hyd=     14370  :::::rrrDEEe**txXBeEC999999999HHHHHHH[[[[[[yyyyyyy+++++++++++++++++++++++++++++++++++++++++++ll"""""oo???AAAA)00K1T7F---
8929,0.007,Nsync-grv=         0 Nsync-hyd=       111  BhhddddddeeEcccCJJJJJJJJ9999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyy??00000000k777777
8930,1.442,Nsync-grv=    250876 Nsync-hyd=     37597  :D**********************************************ttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXXdC999HH[[yy++++++"??0T-
8931,0.007,Nsync-grv=         0 Nsync-hyd=        83  BBhdddddddeEEccCJJJJJJJJ9999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy??00000000kT777777
8932,0.215,Nsync-grv=      1388 Nsync-hyd=     14225  :::::rrrDdEe**txxXdecJ9999999HHHHHHH[[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++++++++++"""""oo????AAAA)0Wk1TF------
8933,0.006,Nsync-grv=         0 Nsync-hyd=        84  BbhddddddddeEcccCJJJJJJJJJ99999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyy??0000000000k777777
8934,2.921,Nsync-grv=    618705 Nsync-hyd=    115443  r****************************tttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXec9999HHH[[[[yyy+++"A01T
8935,0.006,Nsync-grv=         0 Nsync-hyd=        69  BBhhdddddddEEcccCJJJJJJJJJ9999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyy???00000000kT7777F
8936,0.278,Nsync-grv=      1326 Nsync-hyd=     14417  :::::rrrrDEe*ttxxXdEcccC999999HHHHHHH[[[[[[[[[[[[[[[yyyyyyyy+++++++++++++++++++++++++++++++++l""""oo????AAA00kTF--------
8937,0.008,Nsync-grv=         0 Nsync-hyd=       102  BhdddddddEEcccccCJJJJJJJ9999HHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy??0000000k77777
8938,1.508,Nsync-grv=    250947 Nsync-hyd=     37555  :E***********************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXhEc999HHH[[yyy+++++++lo?01F
8939,0.007,Nsync-grv=         0 Nsync-hyd=        56  BhhddddddddDEcccCJJJJJJJJJJ9999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyy???000000000k77777
8940,0.223,Nsync-grv=      1229 Nsync-hyd=     14426  ::::::rrDdEe**txXeEcCJ99999999HHHHHHH[[[[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++++++++ll""""oo????AAAA00KK1TF----
8941,0.006,Nsync-grv=         0 Nsync-hyd=        74  BbhddddddddDEccccccCJJJJJJJJJ9999HHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyy?0000000000k7777777777
8942,3.104,Nsync-grv=    871834 Nsync-hyd=    191190  r**************************************tttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXeEcC99999HHHHH[[[[[yyyyy+++o?0011F
8943,0.006,Nsync-grv=         0 Nsync-hyd=        72  BhhddddddEEcccccCJJJJJJJJ99999HHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy??000000000Kk777777F
8944,0.212,Nsync-grv=      1226 Nsync-hyd=     14369  :::::rrrDdEe**txxXeECJ9999999HHHHHHHH[[[[[[[[yyyyyyy+++++++++++++++++++++++++++++++++++++++++l"""""oo????AAAA00KK1TF----
8945,0.006,Nsync-grv=         0 Nsync-hyd=       117  BbhddddddeEcccccCJJJJJJJJ999999HHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy????000000000kT777F
8946,1.585,Nsync-grv=    250987 Nsync-hyd=     37491  :E*******************************************tttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeC999HH[[[yy+++++lo?)0TF
8947,0.006,Nsync-grv=         0 Nsync-hyd=       100  BhhdddddddeEccCJJJJJJJJJ99999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy???A000000000Kk77777F
8948,0.219,Nsync-grv=      1226 Nsync-hyd=     14331  :::::rrrDEEe*ttxxXhecC99999999HHHHHHH[[[[[[[[[yyyyyyyy++++++++++++++++++++++++++++++++++++++ll""""oo?????AAAA00KK1TF----
8949,0.007,Nsync-grv=         0 Nsync-hyd=       137  BbhdddddddeEccccCJJJJJJJJJJ9999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyy??0000000000kT777777
8950,2.543,Nsync-grv=    618691 Nsync-hyd=    115247  r***************************************ttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXdEcJ9999HHHH[[[yyyy++++??A01TF
8951,0.007,Nsync-grv=         0 Nsync-hyd=       120  BhHdddddeEEccccCCJJJJJJJ99999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy???00000000kT77777
8952,0.208,Nsync-grv=      1228 Nsync-hyd=     14319  :::::rrrrDEEe*ttxXDecJ99999999HHHHHH[[[[[[[yyyyyyy+++++++++++++++++++++++++++++++++++++++++++l"""""oo????AAAA00KkTF-----
8953,0.007,Nsync-grv=         0 Nsync-hyd=       145  BhdddddddeEEccCCJJJJJJJJ9999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy???A00000000kT7777
8954,1.459,Nsync-grv=    251111 Nsync-hyd=     37415  :E***********************************************tttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXEC999HH[[[yy++++++"??01F
8955,0.007,Nsync-grv=         0 Nsync-hyd=       133  BhhddddddeeEccCCJJJJJJJ99999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyy??00000000K17777F
8956,0.203,Nsync-grv=      1245 Nsync-hyd=     14287  ::::::rrDdEe**txXDEcC999999999HHHHHH[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++++++++++++++ll"""""oo???AAAA00KkTF---
8957,0.008,Nsync-grv=         0 Nsync-hyd=       159  BhddddddeEcccCCJJJJJJ999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy??A0000000kT777
8958,3.314,Nsync-grv=   1386793 Nsync-hyd=    254457  D***************************************************tttttttttttttttxxxxxXXXXXXXXXXXXXXXeEcC999999999HHH[[[yyyy+++??00117
8959,0.006,Nsync-grv=         0 Nsync-hyd=       137  BhhdddddDeEEccCJJJJJJJJ9999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy??000000000K1777777F
8960,0.210,Nsync-grv=      1248 Nsync-hyd=     14287  ::::::rrDdEE**ttxXdecC999999999HHHHHHH[[[[[[[[yyyyyyy+++++++++++++++++++++++++++++++++++++++++ll""""ooo????AAA00KkT7----
8961,0.007,Nsync-grv=         0 Nsync-hyd=       135  BhhdddddddeeEcccCJJJJJJJJ99999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy???00000000k77777
8962,1.492,Nsync-grv=    251095 Nsync-hyd=     37365  :E********************************************tttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXEJ99HHH[[yyy+++++lo?01F
8963,0.006,Nsync-grv=         0 Nsync-hyd=       111  BhhdddddddeEccCJJJJJJJJ99999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy????00000000k177777
8964,0.203,Nsync-grv=      1305 Nsync-hyd=     14257  ::::::rrrDEEe**txXdecC999999999HHHHHHH[[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++++++++++l"""""oo???AAAA00KK1TF----
8965,0.006,Nsync-grv=         0 Nsync-hyd=       116  BhHdddddddeEEcccCCJJJJJJJ999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy??A00000000kT777F
8966,2.967,Nsync-grv=    618588 Nsync-hyd=    115076  r****************************tttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXEcccC9999HH[[[yyy+++"?A001F
8967,0.007,Nsync-grv=         0 Nsync-hyd=        95  BbhdddddEEcccccCCJJJJJJJj99999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyy??A00000000k77777
8968,0.214,Nsync-grv=      1348 Nsync-hyd=     14265  ::::::rrDEEe*ttxXdecC99999999HHHHHH[[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++++++++++++++l"""""oo????AAA)00K1TF---
8969,0.007,Nsync-grv=         0 Nsync-hyd=       119  BbhdddddddeEEcccCJJJJJJJJJ99999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy???A00000000KT777777
8970,1.473,Nsync-grv=    251098 Nsync-hyd=     37298  :E**********************************************tttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXC999HH[yy+++++"?AKF
8971,0.006,Nsync-grv=         0 Nsync-hyd=       104  BBhdddddddddeeEEcccCCJJJJJJJJJJ9999999999HHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyy???0000000000kk77777777
8972,0.207,Nsync-grv=      1416 Nsync-hyd=     14223  ::::::rrDEEe**ttxxXDEcC999999999HHHHHH[[[[[[[[[[[yyyyyyyy++++++++++++++++++++++++++++++++++++++l"""""oo???AAAAI0KK1TF---
8973,0.007,Nsync-grv=         0 Nsync-hyd=       119  BhdddddddEEcccCCJJJJJJJj99999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy??A00000000kT7777
8974,3.270,Nsync-grv=    872084 Nsync-hyd=    190831  r********************************tttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXEcC99999HHHH[[[[yyyy+++?A001T7
8975,0.007,Nsync-grv=         0 Nsync-hyd=       108  BhdddddeEccccCJJJJJJJ99999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy??A0000000k77777F
8976,0.212,Nsync-grv=      1482 Nsync-hyd=     14169  :::::rrrDdEe**ttxXheccJ99999999HHHHHHH[[[[[[[[[[yyyyy+++++++++++++++++++++++++++++++++++++++++l""""ooo???AAAAI0KkT7F----
8977,0.007,Nsync-grv=         0 Nsync-hyd=       126  BhdddddddeEccccCCJJJJJJJ99999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy?????00000000kT77777
8978,1.516,Nsync-grv=    251049 Nsync-hyd=     37234  :E*******************************************tttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXBC999HH[[yyy+++++"?A1F
8979,0.006,Nsync-grv=         0 Nsync-hyd=       124  BbhdddddddeEEccCCJJJJJJJJj99999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy??A000000000kT777777
8980,0.214,Nsync-grv=      1551 Nsync-hyd=     14165  ::::::rrDdEe**ttxXdecC99999999HHHHHHH[[[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++++++++++l"""""oo???AAAA00KkTF-----
8981,0.007,Nsync-grv=         0 Nsync-hyd=       160  BhhdddddddeEccCJJJJJJJJJ99999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy????00000000WkT777777
8982,2.592,Nsync-grv=    618516 Nsync-hyd=    114898  r*************************************tttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXEcJ9999HHH[[[yyy++++"?0017
8983,0.007,Nsync-grv=         0 Nsync-hyd=       115  BhhddddddeEccCJJJJJJJJ999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyy??000000000kT77777
8984,0.210,Nsync-grv=      1622 Nsync-hyd=     14097  :::::rrrDdEe**ttxxXdecC999999999HHHHHH[[[[[[[yyyyyyy+++++++++++++++++++++++++++++++++++++++++ll""""oo????AAAA00KkT7F----
8985,0.007,Nsync-grv=         0 Nsync-hyd=       140  BBhdddddddeEEccCCJJJJJJJJ999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyy??000000000k11777777
8986,1.438,Nsync-grv=    250933 Nsync-hyd=     37131  :E************************************************tttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXXc999HH[[[yyy++++++lo?A1F
