Density
0.0025382566
0.039753582
0.04026344
0.06695265
0.0753614
0.012686534
0.07414989
0.095926255
0.048453987
0.04550984
0.096233375
0.09054881
0.1116332
0.05578649
0.09024908
0.13826144
0.098412186
0.00062643184
0.0009973516
0.00075638504
0.0010599645
0.001106298
0.0013793899
0.0009895526
0.00095680746
0.00091638294
0.00126579
0.0013496313
0.0011532892
0.0010498351
0.00070173445
0.0010596022
0.00083001173
0.00061240565
0.00064856396
0.0007943592
0.00063147943
0.00048583496
0.0007931557
0.0008268238
0.0005244331
0.0005991415
0.00084284955
0.001029842
0.0008669466
0.000896122
0.0008932349
0.0010259383
0.0011746848
0.0011290327
0.0011731505
0.0010747963
0.0012626214
0.0012531593
0.001278969
0.0014166646
0.0011098671
0.0010264982
0.0009368356
0.0008754933
0.0008523941
0.0010984633
0.00070259365
0.0011855859
0.00096874585
0.0009643365
0.0011252966
0.0007919303
0.0006148429
0.0010181256
0.0010262211
0.0010766479
0.0007060023
0.0009077661
0.0008486886
0.0007783755
0.000899675
0.00087273406
0.001025823
0.0010558387
0.0012802036
0.001080073
0.001214922
0.0013891216
0.0012489639
0.0012856179
0.00097521686
0.000992848
0.00096111465
0.0008913708
0.00084761577
0.00082035176
0.0011600096
0.0012209238
0.0010288826
0.0010155181
0.001036932
0.0007846451
0.0008333886
0.0007163472
0.0010332844
0.0008242063
0.0010960643
0.0009849332
0.0008330061
0.0009716262
0.00090728333
0.0008051204
0.0007831248
0.0006200693
0.00056222774
0.00093112414
0.0007628838
0.000917957
0.0008985244
0.0006877681
0.0007897375
0.000732247
0.0007550988
0.00076274236
0.0006463992
0.00078768074
0.0009177902
0.00083404715
0.0011081308
0.0010081953
0.0009889858
0.0010820411
0.0010882886
0.0010654484
0.000979009
0.00095545844
0.00072027545
0.0008139591
0.0007983405
0.0008483218
0.00086007424
0.0009614261
0.0013330141
0.00075025583
0.00067779835
0.0006166455
0.0006149722
0.00046462272
0.00061485334
0.0006547191
0.0004972292
0.00066456327
0.00047784622
0.0007045474
0.0008046187
0.00078986137
0.0007459089
0.00079313695
0.0006435998
0.00088584475
0.00078803464
0.001076663
0.00095370325
0.0009967268
0.0007700305
0.0008517766
0.0007358582
0.0007776802
