Masses
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
4.2953275e-06
